"","V1","V2.x","V3","V4","V2.y"
"587","11343",76892,42584,55.38,"埼玉県小川町"
"588","11346",119544,118,0.1,"埼玉県川島町"
"589","11347",91794,1023,1.11,"埼玉県吉見町"
"590","11348",36075,35219,97.63,"埼玉県鳩山町"
"591","11349",50761,32608,64.24,"埼玉県ときがわ町"
"592","11361",36839,635,1.72,"埼玉県横瀬町"
"593","11362",66471,102,0.15,"埼玉県皆野町"
"594","11363",39891,0,0,"埼玉県長瀞町"
"595","11365",104017,10268,9.87,"埼玉県小鹿野町"
"596","11369",27785,2409,8.67,"埼玉県東秩父村"
"597","11381",42705,26623,62.34,"埼玉県美里町"
"598","11383",46632,31886,68.38,"埼玉県神川町"
"599","11385",52025,39138,75.23,"埼玉県上里町"
"600","11408",115913,2647,2.28,"埼玉県寄居町"
"601","11421",649,648,99.85,NA
"602","11424",820,216,26.34,NA
"603","11425",860,860,100,NA
"604","11442",54215,1079,1.99,"埼玉県宮代町"
"605","11445",3205,78,2.43,NA
"606","11446",210,14,6.67,NA
"607","11461",597,227,38.02,NA
"608","11462",493,51,10.34,NA
"609","11464",67838,3960,5.84,"埼玉県杉戸町"
"610","11465",45458,1893,4.16,"埼玉県松伏町"
"611","12101",121377,22835,18.81,"千葉県千葉市中央区"
"612","12102",107249,4979,4.64,"千葉県千葉市花見川区"
"613","12103",71489,3412,4.77,"千葉県千葉市稲毛区"
"614","12104",147105,4982,3.39,"千葉県千葉市若葉区"
"615","12105",110211,5301,4.81,"千葉県千葉市緑区"
"616","12106",12667,0,0,"千葉県千葉市美浜区"
"617","12202",153894,1894,1.23,"千葉県銚子市"
"618","12203",249003,8525,3.42,"千葉県市川市"
"619","12204",329560,4053,1.23,"千葉県船橋市"
"620","12205",172853,2585,1.5,"千葉県館山市"
"621","12206",214021,27920,13.05,"千葉県木更津市"
"622","12207",264012,5837,2.21,"千葉県松戸市"
"623","12208",226098,23803,10.53,"千葉県野田市"
"624","12210",219422,6440,2.93,"千葉県茂原市"
"625","12211",280549,88500,31.55,"千葉県成田市"
"626","12212",204520,8975,4.39,"千葉県佐倉市"
"627","12213",167834,19248,11.47,"千葉県東金市"
"628","12215",224554,30631,13.64,"千葉県旭市"
"629","12216",69505,4837,6.96,"千葉県習志野市"
"630","12217",312790,32239,10.31,"千葉県柏市"
"631","12218",94031,3989,4.24,"千葉県勝浦市"
"632","12219",512524,31168,6.08,"千葉県市原市"
"633","12220",125226,9709,7.75,"千葉県流山市"
"634","12221",138265,7691,5.56,"千葉県八千代市"
"635","12222",97735,4347,4.45,"千葉県我孫子市"
"636","12223",196311,6470,3.3,"千葉県鴨川市"
"637","12224",89338,1842,2.06,"千葉県鎌ケ谷市"
"638","12225",274538,29383,10.7,"千葉県君津市"
"639","12226",193341,33047,17.09,"千葉県富津市"
"640","12227",34604,4877,14.09,"千葉県浦安市"
"641","12228",85702,2643,3.08,"千葉県四街道市"
"642","12229",132474,16039,12.11,"千葉県袖ケ浦市"
"643","12230",117233,216,0.18,"千葉県八街市"
"644","12231",158187,19119,12.09,"千葉県印西市"
"645","12232",61604,9199,14.93,"千葉県白井市"
"646","12233",78704,228,0.29,"千葉県富里市"
"647","12234",268657,110382,41.09,"千葉県南房総市"
"648","12235",179481,47,0.03,"千葉県匝瑳市"
"649","12236",363041,91997,25.34,"千葉県香取市"
"650","12237",219854,16059,7.3,"千葉県山武市"
"651","12238",242381,6722,2.77,"千葉県いすみ市"
"652","12239",110319,8038,7.29,"千葉県大網白里市"
"653","12322",36631,139,0.38,"千葉県酒々井町"
"654","12325",424,0,0,NA
"655","12328",121,0,0,NA
"656","12329",48437,4228,8.73,"千葉県栄町"
"657","12342",26952,19354,71.81,"千葉県神崎町"
"658","12347",100471,56991,56.72,"千葉県多古町"
"659","12349",48360,40554,83.86,"千葉県東庄町"
"660","12402",8401,96,1.14,NA
"661","12403",52265,39,0.07,"千葉県九十九里町"
"662","12409",51963,9832,18.92,"千葉県芝山町"
"663","12410",137596,2705,1.97,"千葉県横芝光町"
"664","12421",42303,32982,77.97,"千葉県一宮町"
"665","12422",47143,8929,18.94,"千葉県睦沢町"
"666","12423",47938,23000,47.98,"千葉県長生村"
"667","12424",39464,31366,79.48,"千葉県白子町"
"668","12426",56450,12433,22.02,"千葉県長柄町"
"669","12427",80413,18563,23.08,"千葉県長南町"
"670","12441",102847,17004,16.53,"千葉県大多喜町"
"671","12443",35089,0,0,"千葉県御宿町"
"672","12463",46651,27763,59.51,"千葉県鋸南町"
"673","13101",21972,242,1.1,"東京都千代田区"
"674","13102",29574,1042,3.52,"東京都中央区"
"675","13103",55456,2221,4,"東京都港区"
"676","13104",94182,2037,2.16,"東京都新宿区"
"677","13105",57967,2156,3.72,"東京都文京区"
"678","13106",51784,52,0.1,"東京都台東区"
"679","13107",70949,2413,3.4,"東京都墨田区"
"680","13108",79841,4361,5.46,"東京都江東区"
"681","13109",97299,3361,3.45,"東京都品川区"
"682","13110",81494,614,0.75,"東京都目黒区"
"683","13111",198513,534,0.27,"東京都大田区"
"684","13112",312661,12590,4.03,"東京都世田谷区"
"685","13113",69739,8718,12.5,"東京都渋谷区"
"686","13114",110928,1642,1.48,"東京都中野区"
"687","13115",214774,98,0.05,"東京都杉並区"
"688","13116",84214,7524,8.93,"東京都豊島区"
"689","13117",97698,5692,5.83,"東京都北区"
"690","13118",64395,0,0,"東京都荒川区"
"691","13119",152343,10078,6.62,"東京都板橋区"
"692","13120",305698,2858,0.93,"東京都練馬区"
"693","13121",262681,16180,6.16,"東京都足立区"
"694","13122",190817,42033,22.03,"東京都葛飾区"
"695","13123",232095,20302,8.75,"東京都江戸川区"
"696","13201",375967,36051,9.59,"東京都八王子市"
"697","13202",80428,1337,1.66,"東京都立川市"
"698","13203",52289,462,0.88,"東京都武蔵野市"
"699","13204",85211,3,0,"東京都三鷹市"
"700","13205",148212,20025,13.51,"東京都青梅市"
"701","13206",127325,358,0.28,"東京都府中市"
"702","13207",63365,1176,1.86,"東京都昭島市"
"703","13208",111293,271,0.24,"東京都調布市"
"704","13209",275523,26796,9.73,"東京都町田市"
"705","13210",58910,55,0.09,"東京都小金井市"
"706","13211",91946,1071,1.16,"東京都小平市"
"707","13212",95135,9504,9.99,"東京都日野市"
"708","13213",81035,109,0.13,"東京都東村山市"
"709","13214",64490,62,0.1,"東京都国分寺市"
"710","13215",35505,331,0.93,"東京都国立市"
"711","13218",32325,5542,17.14,"東京都福生市"
"712","13219",41001,0,0,"東京都狛江市"
"713","13220",45998,910,1.98,"東京都東大和市"
"714","13221",40500,0,0,"東京都清瀬市"
"715","13222",61804,424,0.69,"東京都東久留米市"
"716","13223",51832,1377,2.66,"東京都武蔵村山市"
"717","13224",41633,25498,61.24,"東京都多摩市"
"718","13225",49021,3712,7.57,"東京都稲城市"
"719","13227",28803,8278,28.74,"東京都羽村市"
"720","13228",108735,60104,55.28,"東京都あきる野市"
"721","13229",90651,128,0.14,"東京都西東京市"
"722","13303",32015,21689,67.75,"東京都瑞穂町"
"723","13305",27736,24634,88.82,"東京都日の出町"
"724","13307",25036,0,0,"東京都檜原村"
"725","13308",40643,5353,13.17,"東京都奥多摩町"
"726","13361",34135,33633,98.53,"東京都大島町"
"727","13362",3700,3700,100,"東京都利島村"
"728","13363",13791,13791,100,"東京都新島村"
"729","13364",13428,13428,100,"東京都神津島村"
"730","13381",24336,24336,100,"東京都三宅村"
"731","13382",3140,3140,100,"東京都御蔵島村"
"732","13401",35217,35217,100,"東京都八丈町"
"733","13402",1019,1019,100,"東京都青ヶ島村"
"734","13421",10258,10258,100,"東京都小笠原村"
"735","14101",103118,3,0,"神奈川県横浜市鶴見区"
"736","14102",93152,23531,25.26,"神奈川県横浜市神奈川区"
"737","14103",27436,464,1.69,"神奈川県横浜市西区"
"738","14104",49711,3159,6.35,"神奈川県横浜市中区"
"739","14105",81976,6349,7.74,"神奈川県横浜市南区"
"740","14106",98000,50868,51.91,"神奈川県横浜市保土ケ谷区"
"741","14107",73681,371,0.5,"神奈川県横浜市磯子区"
"742","14108",91603,8398,9.17,"神奈川県横浜市金沢区"
"743","14109",148592,4718,3.18,"神奈川県横浜市港北区"
"744","14110",159319,100919,63.34,"神奈川県横浜市戸塚区"
"745","14111",109196,10884,9.97,"神奈川県横浜市港南区"
"746","14112",127237,123580,97.13,"神奈川県横浜市旭区"
"747","14113",79576,57399,72.13,"神奈川県横浜市緑区"
"748","14114",66718,63175,94.69,"神奈川県横浜市瀬谷区"
"749","14115",68539,61774,90.13,"神奈川県横浜市栄区"
"750","14116",98008,69815,71.23,"神奈川県横浜市泉区"
"751","14117",109108,53711,49.23,"神奈川県横浜市青葉区"
"752","14118",80009,1419,1.77,"神奈川県横浜市都筑区"
"753","14131",60759,1054,1.73,"神奈川県川崎市川崎区"
"754","14132",45073,7,0.02,"神奈川県川崎市幸区"
"755","14133",74872,3587,4.79,"神奈川県川崎市中原区"
"756","14134",79871,0,0,"神奈川県川崎市高津区"
"757","14135",96959,11229,11.58,"神奈川県川崎市多摩区"
"758","14136",82918,3599,4.34,"神奈川県川崎市宮前区"
"759","14137",88591,46471,52.46,"神奈川県川崎市麻生区"
"760","14151",282012,17718,6.28,"神奈川県相模原市緑区"
"761","14152",149528,2496,1.67,"神奈川県相模原市中央区"
"762","14153",167905,2621,1.56,"神奈川県相模原市南区"
"763","14201",320071,11396,3.56,"神奈川県横須賀市"
"764","14203",242693,4677,1.93,"神奈川県平塚市"
"765","14204",143137,606,0.42,"神奈川県鎌倉市"
"766","14205",263221,40361,15.33,"神奈川県藤沢市"
"767","14206",275266,2376,0.86,"神奈川県小田原市"
"768","14207",189434,3203,1.69,"神奈川県茅ヶ崎市"
"769","14208",50751,88,0.17,"神奈川県逗子市"
"770","14209",474,328,69.2,NA
"771","14210",74272,2093,2.82,"神奈川県三浦市"
"772","14211",222710,2748,1.23,"神奈川県秦野市"
"773","14212",243175,33665,13.84,"神奈川県厚木市"
"774","14213",113120,2440,2.16,"神奈川県大和市"
"775","14214",142288,19417,13.65,"神奈川県伊勢原市"
"776","14215",97224,21949,22.58,"神奈川県海老名市"
"777","14216",82040,585,0.71,"神奈川県座間市"
"778","14217",92183,46353,50.28,"神奈川県南足柄市"
"779","14218",81865,2683,3.28,"神奈川県綾瀬市"
"780","14301",39605,0,0,"神奈川県葉山町"
"781","14321",50799,296,0.58,"神奈川県寒川町"
"782","14341",54930,0,0,"神奈川県大磯町"
"783","14342",37963,3757,9.9,"神奈川県二宮町"
"784","14361",43288,9034,20.87,"神奈川県中井町"
"785","14362",35503,28336,79.81,"神奈川県大井町"
"786","14363",37218,3521,9.46,"神奈川県松田町"
"787","14364",72328,5729,7.92,"神奈川県山北町"
"788","14366",22651,8035,35.47,"神奈川県開成町"
"789","14382",41692,0,0,"神奈川県箱根町"
"790","14383",15438,0,0,"神奈川県真鶴町"
"791","14384",39325,1068,2.72,"神奈川県湯河原町"
"792","14401",75142,167,0.22,"神奈川県愛川町"
"793","14402",22907,59,0.26,"神奈川県清川村"
"794","15101",205568,19115,9.3,"新潟県新潟市北区"
"795","15102",134222,44452,33.12,"新潟県新潟市東区"
"796","15103",142837,33036,23.13,"新潟県新潟市中央区"
"797","15104",187185,52331,27.96,"新潟県新潟市江南区"
"798","15105",209624,30158,14.39,"新潟県新潟市秋葉区"
"799","15106",127359,120006,94.23,"新潟県新潟市南区"
"800","15107",263244,114366,43.44,"新潟県新潟市西区"
"801","15108",301583,141232,46.83,"新潟県新潟市西蒲区"
"802","15202",1354830,176166,13,"新潟県長岡市"
"803","15204",390986,75107,19.21,"新潟県三条市"
"804","15205",724988,22995,3.17,"新潟県柏崎市"
"805","15206",379892,203717,53.62,"新潟県新発田市"
"806","15208",217936,60901,27.94,"新潟県小千谷市"
"807","15209",122468,5476,4.47,"新潟県加茂市"
"808","15211",153402,13236,8.63,"新潟県見附市"
"809","15212",430682,261983,60.83,"新潟県村上市"
"810","15213",223428,104058,46.57,"新潟県燕市"
"811","15216",596267,41477,6.96,"新潟県糸魚川市"
"812","15217",314484,24834,7.9,"新潟県妙高市"
"813","15218",275668,36409,13.21,"新潟県五泉市"
"814","15222",1462363,294351,20.13,"新潟県上越市"
"815","15223",219897,133144,60.55,"新潟県阿賀野市"
"816","15224",580580,538961,92.83,"新潟県佐渡市"
"817","15225",306362,268928,87.78,"新潟県魚沼市"
"818","15226",352287,221436,62.86,"新潟県南魚沼市"
"819","15227",141622,138037,97.47,"新潟県胎内市"
"820","15307",42558,38697,90.93,"新潟県聖籠町"
"821","15308",1,1,100,NA
"822","15342",37402,35717,95.49,"新潟県弥彦村"
"823","15361",52315,5756,11,"新潟県田上町"
"824","15385",291681,46794,16.04,"新潟県阿賀町"
"825","15405",79200,6528,8.24,"新潟県出雲崎町"
"826","15441",1605,1579,98.38,NA
"827","15461",48819,24655,50.5,"新潟県湯沢町"
"828","15482",142492,142492,100,"新潟県津南町"
"829","15504",43106,18910,43.87,"新潟県刈羽村"
"830","15541",15,15,100,NA
"831","15542",1,0,0,NA
"832","15581",63624,55742,87.61,"新潟県関川村"
"833","15586",6336,4360,68.81,"新潟県粟島浦村"
"834","16201",1319594,228609,17.32,"富山県富山市"
"835","16202",424080,87502,20.63,"富山県高岡市"
"836","16204",210810,19073,9.05,"富山県魚津市"
"837","16205",323682,104748,32.36,"富山県氷見市"
"838","16206",131204,52881,40.3,"富山県滑川市"
"839","16207",198847,44634,22.45,"富山県黒部市"
"840","16208",199569,86403,43.29,"富山県砺波市"
"841","16209",215606,34465,15.99,"富山県小矢部市"
"842","16210",423828,89584,21.14,"富山県南砺市"
"843","16211",233020,38936,16.71,"富山県射水市"
"844","16321",9528,5604,58.82,"富山県舟橋村"
"845","16322",160968,24236,15.06,"富山県上市町"
"846","16323",153945,39146,25.43,"富山県立山町"
"847","16342",95882,30284,31.58,"富山県入善町"
"848","16343",108449,9766,9.01,"富山県朝日町"
"849","17201",748070,321391,42.96,"石川県金沢市"
"850","17202",445639,27163,6.1,"石川県七尾市"
"851","17203",411285,32479,7.9,"石川県小松市"
"852","17204",569440,6240,1.1,"石川県輪島市"
"853","17205",224264,7583,3.38,"石川県珠洲市"
"854","17206",329393,71953,21.84,"石川県加賀市"
"855","17207",108321,87387,80.67,"石川県羽咋市"
"856","17209",122990,36651,29.8,"石川県かほく市"
"857","17210",379325,172969,45.6,"石川県白山市"
"858","17211",147706,26519,17.95,"石川県能美市"
"859","17212",41462,30234,72.92,"石川県野々市市"
"860","17324",28448,8274,29.08,"石川県川北町"
"861","17343",1,0,0,NA
"862","17344",4486,4196,93.54,NA
"863","17361",235346,13976,5.94,"石川県津幡町"
"864","17365",23257,13849,59.55,"石川県内灘町"
"865","17384",241954,122876,50.78,"石川県志賀町"
"866","17386",130891,43198,33,"石川県宝達志水町"
"867","17407",136287,37476,27.5,"石川県中能登町"
"868","17461",172985,307,0.18,"石川県穴水町"
"869","17463",277632,11908,4.29,"石川県能登町"
"870","18201",753274,124472,16.52,"福井県福井市"
"871","18202",194529,17983,9.24,"福井県敦賀市"
"872","18204",168692,10472,6.21,"福井県小浜市"
"873","18205",240339,36108,15.02,"福井県大野市"
"874","18206",180140,13996,7.77,"福井県勝山市"
"875","18207",192077,21861,11.38,"福井県鯖江市"
"876","18208",152462,36253,23.78,"福井県あわら市"
"877","18209",341612,24882,7.28,"福井県越前市"
"878","18210",283759,53907,19,"福井県坂井市"
"879","18322",100601,10876,10.81,"福井県永平寺町"
"880","18382",79932,1645,2.06,"福井県池田町"
"881","18404",147500,29713,20.14,"福井県南越前町"
"882","18423",193433,10161,5.25,"福井県越前町"
"883","18442",70596,11730,16.62,"福井県美浜町"
"884","18481",69346,6696,9.66,"福井県高浜町"
"885","18483",67043,36820,54.92,"福井県おおい町"
"886","18501",124657,47917,38.44,"福井県若狭町"
"887","19201",269693,206084,76.41,"山梨県甲府市"
"888","19202",90680,24531,27.05,"山梨県富士吉田市"
"889","19204",109785,62315,56.76,"山梨県都留市"
"890","19205",172630,161228,93.4,"山梨県山梨市"
"891","19206",160448,61234,38.16,"山梨県大月市"
"892","19207",132464,132232,99.82,"山梨県韮崎市"
"893","19208",198632,188986,95.14,"山梨県南アルプス市"
"894","19209",389817,385342,98.85,"山梨県北杜市"
"895","19210",148588,132015,88.85,"山梨県甲斐市"
"896","19211",243361,227145,93.34,"山梨県笛吹市"
"897","19212",154815,29253,18.9,"山梨県上野原市"
"898","19213",142718,134348,94.14,"山梨県甲州市"
"899","19214",65145,44306,68.01,"山梨県中央市"
"900","19346",101965,80227,78.68,"山梨県市川三郷町"
"901","19364",65373,0,0,"山梨県早川町"
"902","19365",269987,72591,26.89,"山梨県身延町"
"903","19366",113607,61764,54.37,"山梨県南部町"
"904","19368",90631,59929,66.12,"山梨県富士川町"
"905","19384",29224,26571,90.92,"山梨県昭和町"
"906","19422",28303,1301,4.6,"山梨県道志村"
"907","19423",12328,12270,99.53,"山梨県西桂町"
"908","19424",21464,15071,70.22,"山梨県忍野村"
"909","19425",23974,1900,7.93,"山梨県山中湖村"
"910","19429",23439,17674,75.4,"山梨県鳴沢村"
"911","19430",78478,18923,24.11,"山梨県富士河口湖町"
"912","19442",12745,0,0,"山梨県小菅村"
"913","19443",9969,0,0,"山梨県丹波山村"
"914","20201",1242484,358751,28.87,"長野県長野市"
"915","20202",525544,161573,30.74,"長野県松本市"
"916","20203",538960,135440,25.13,"長野県上田市"
"917","20204",119967,1031,0.86,"長野県岡谷市"
"918","20205",392540,369557,94.15,"長野県飯田市"
"919","20206",127146,1651,1.3,"長野県諏訪市"
"920","20207",147143,3268,2.22,"長野県須坂市"
"921","20208",150688,134682,89.38,"長野県小諸市"
"922","20209",329826,121417,36.81,"長野県伊那市"
"923","20210",122660,15214,12.4,"長野県駒ヶ根市"
"924","20211",209250,4262,2.04,"長野県中野市"
"925","20212",214609,95475,44.49,"長野県大町市"
"926","20213",217271,43867,20.19,"長野県飯山市"
"927","20214",210482,26754,12.71,"長野県茅野市"
"928","20215",170420,59505,34.92,"長野県塩尻市"
"929","20217",377375,339680,90.01,"長野県佐久市"
"930","20218",186239,121410,65.19,"長野県千曲市"
"931","20219",124189,123457,99.41,"長野県東御市"
"932","20220",296572,254684,85.88,"長野県安曇野市"
"933","20303",58533,58305,99.61,"長野県小海町"
"934","20304",34930,28401,81.31,"長野県川上村"
"935","20305",32346,23439,72.46,"長野県南牧村"
"936","20306",22876,22850,99.89,"長野県南相木村"
"937","20307",17554,17471,99.53,"長野県北相木村"
"938","20309",95361,92940,97.46,"長野県佐久穂町"
"939","20321",92249,90595,98.21,"長野県軽井沢町"
"940","20323",53261,50692,95.18,"長野県御代田町"
"941","20324",57474,57474,100,"長野県立科町"
"942","20349",41656,9513,22.84,"長野県青木村"
"943","20350",60953,60577,99.38,"長野県長和町"
"944","20361",50095,377,0.75,"長野県下諏訪町"
"945","20362",102245,94593,92.52,"長野県富士見町"
"946","20363",40498,7906,19.52,"長野県原村"
"947","20382",82816,51044,61.64,"長野県辰野町"
"948","20383",79904,72403,90.61,"長野県箕輪町"
"949","20384",48457,24831,51.24,"長野県飯島町"
"950","20385",34348,34348,100,"長野県南箕輪村"
"951","20386",44514,31264,70.23,"長野県中川村"
"952","20388",21973,17235,78.44,"長野県宮田村"
"953","20402",68292,68238,99.92,"長野県松川町"
"954","20403",61021,60576,99.27,"長野県高森町"
"955","20404",57127,56060,98.13,"長野県阿南町"
"956","20407",75233,74185,98.61,"長野県阿智村"
"957","20409",7718,6866,88.96,"長野県平谷村"
"958","20410",19812,19812,100,"長野県根羽村"
"959","20411",37160,37114,99.88,"長野県下條村"
"960","20412",10694,10430,97.53,"長野県売木村"
"961","20413",23865,13443,56.33,"長野県天龍村"
"962","20414",26272,26091,99.31,"長野県泰阜村"
"963","20415",44998,44981,99.96,"長野県喬木村"
"964","20416",55091,55091,100,"長野県豊丘村"
"965","20417",27421,18739,68.34,"長野県大鹿村"
"966","20422",29774,4603,15.46,"長野県上松町"
"967","20423",47458,34443,72.58,"長野県南木曽町"
"968","20425",27925,25880,92.68,"長野県木祖村"
"969","20429",14210,10612,74.68,"長野県王滝村"
"970","20430",27706,23407,84.48,"長野県大桑村"
"971","20432",132410,75280,56.85,"長野県木曽町"
"972","20446",39470,6984,17.69,"長野県麻績村"
"973","20448",49246,29738,60.39,"長野県生坂村"
"974","20450",22608,19846,87.78,"長野県山形村"
"975","20451",23387,1126,4.81,"長野県朝日村"
"976","20452",82421,10256,12.44,"長野県筑北村"
"977","20481",63448,30626,48.27,"長野県池田町"
"978","20482",33891,30231,89.2,"長野県松川村"
"979","20485",102529,29643,28.91,"長野県白馬村"
"980","20486",103493,881,0.85,"長野県小谷村"
"981","20521",72487,21347,29.45,"長野県坂城町"
"982","20541",39166,56,0.14,"長野県小布施町"
"983","20543",38175,30964,81.11,"長野県高山村"
"984","20561",46825,44383,94.78,"長野県山ノ内町"
"985","20562",45076,8367,18.56,"長野県木島平村"
"986","20563",38293,3810,9.95,"長野県野沢温泉村"
"987","20583",75663,63097,83.39,"長野県信濃町"
"988","20588",103313,101307,98.06,"長野県小川村"
"989","20590",87963,55478,63.07,"長野県飯綱町"
"990","20602",54663,39782,72.78,"長野県栄村"
"991","21201",455244,67036,14.73,"岐阜県岐阜市"
"992","21202",272291,14554,5.35,"岐阜県大垣市"
"993","21203",591443,56706,9.59,"岐阜県高山市"
"994","21204",131894,21684,16.44,"岐阜県多治見市"
"995","21205",324254,35257,10.87,"岐阜県関市"
"996","21206",381172,135027,35.42,"岐阜県中津川市"
"997","21207",101114,3117,3.08,"岐阜県美濃市"
"998","21208",137904,51042,37.01,"岐阜県瑞浪市"
"999","21209",121727,5278,4.34,"岐阜県羽島市"
"1000","21210",284498,139946,49.19,"岐阜県恵那市"
"1001","21211",133930,35385,26.42,"岐阜県美濃加茂市"
"1002","21212",106707,46587,43.66,"岐阜県土岐市"
"1003","21213",169667,12764,7.52,"岐阜県各務原市"
"1004","21214",149650,10432,6.97,"岐阜県可児市"
"1005","21215",133714,1824,1.36,"岐阜県山県市"
"1006","21216",85480,10226,11.96,"岐阜県瑞穂市"
"1007","21217",254435,50072,19.68,"岐阜県飛騨市"
"1008","21218",151597,57935,38.22,"岐阜県本巣市"
"1009","21219",462073,21432,4.64,"岐阜県郡上市"
"1010","21220",376872,22847,6.06,"岐阜県下呂市"
"1011","21221",117838,42944,36.44,"岐阜県海津市"
"1012","21302",25415,21,0.08,"岐阜県岐南町"
"1013","21303",25723,386,1.5,"岐阜県笠松町"
"1014","21341",113515,6253,5.51,"岐阜県養老町"
"1015","21361",77751,11575,14.89,"岐阜県垂井町"
"1016","21362",42353,240,0.57,"岐阜県関ケ原町"
"1017","21381",38368,4632,12.07,"岐阜県神戸町"
"1018","21382",44491,5378,12.09,"岐阜県輪之内町"
"1019","21383",52486,0,0,"岐阜県安八町"
"1020","21401",213232,19847,9.31,"岐阜県揖斐川町"
"1021","21403",63167,4126,6.53,"岐阜県大野町"
"1022","21404",56474,17644,31.24,"岐阜県池田町"
"1023","21421",16796,5890,35.07,"岐阜県北方町"
"1024","21501",20811,504,2.42,"岐阜県坂祝町"
"1025","21502",22400,3728,16.64,"岐阜県富加町"
"1026","21503",40525,9698,23.93,"岐阜県川辺町"
"1027","21504",58906,2827,4.8,"岐阜県七宗町"
"1028","21505",91689,4217,4.6,"岐阜県八百津町"
"1029","21506",114603,46478,40.56,"岐阜県白川町"
"1030","21507",30660,13599,44.35,"岐阜県東白川村"
"1031","21521",58875,4980,8.46,"岐阜県御嵩町"
"1032","21563",1,0,0,NA
"1033","21567",1,1,100,NA
"1034","21569",1,0,0,NA
"1035","21604",29958,6189,20.66,"岐阜県白川村"
"1036","22101",487439,60411,12.39,"静岡県静岡市葵区"
"1037","22102",229109,12951,5.65,"静岡県静岡市駿河区"
"1038","22103",447671,26113,5.83,"静岡県静岡市清水区"
"1039","22131",174655,27018,15.47,NA
"1040","22132",132137,114739,86.83,NA
"1041","22133",209972,152714,72.73,NA
"1042","22134",113975,108186,94.92,NA
"1043","22135",333117,112604,33.8,NA
"1044","22136",151958,127129,83.66,NA
"1045","22137",268271,15701,5.85,NA
"1046","22202",1,0,0,NA
"1047","22203",289688,30270,10.45,"静岡県沼津市"
"1048","22205",75040,3579,4.77,"静岡県熱海市"
"1049","22206",126127,62848,49.83,"静岡県三島市"
"1050","22207",387651,93962,24.24,"静岡県富士宮市"
"1051","22208",149934,40688,27.14,"静岡県伊東市"
"1052","22209",319648,137778,43.1,"静岡県島田市"
"1053","22210",508131,32802,6.46,"静岡県富士市"
"1054","22211",302533,229257,75.78,"静岡県磐田市"
"1055","22212",205353,61120,29.76,"静岡県焼津市"
"1056","22213",403515,198125,49.1,"静岡県掛川市"
"1057","22214",355605,26869,7.56,"静岡県藤枝市"
"1058","22215",192738,121547,63.06,"静岡県御殿場市"
"1059","22216",204494,117846,57.63,"静岡県袋井市"
"1060","22219",91976,2486,2.7,"静岡県下田市"
"1061","22220",123124,15582,12.66,"静岡県裾野市"
"1062","22221",134946,34743,25.75,"静岡県湖西市"
"1063","22222",183980,53532,29.1,"静岡県伊豆市"
"1064","22223",125779,125685,99.93,"静岡県御前崎市"
"1065","22224",173198,173059,99.92,"静岡県菊川市"
"1066","22225",113734,47470,41.74,"静岡県伊豆の国市"
"1067","22226",170176,170176,100,"静岡県牧之原市"
"1068","22301",48884,1379,2.82,"静岡県東伊豆町"
"1069","22302",51227,1408,2.75,"静岡県河津町"
"1070","22304",88556,512,0.58,"静岡県南伊豆町"
"1071","22305",53926,5429,10.07,"静岡県松崎町"
"1072","22306",52748,4202,7.97,"静岡県西伊豆町"
"1073","22325",69945,47437,67.82,"静岡県函南町"
"1074","22341",37757,10378,27.49,"静岡県清水町"
"1075","22342",52054,39480,75.84,"静岡県長泉町"
"1076","22344",81507,70944,87.04,"静岡県小山町"
"1077","22361",185,183,98.92,NA
"1078","22382",1,0,0,NA
"1079","22383",3081,0,0,NA
"1080","22424",45875,45684,99.58,"静岡県吉田町"
"1081","22429",88424,5595,6.33,"静岡県川根本町"
"1082","22461",72800,51511,70.76,"静岡県森町"
"1083","23101",49859,281,0.56,"愛知県名古屋市千種区"
"1084","23102",20367,1658,8.14,"愛知県名古屋市東区"
"1085","23103",66900,2646,3.96,"愛知県名古屋市北区"
"1086","23104",64714,9682,14.96,"愛知県名古屋市西区"
"1087","23105",70387,11128,15.81,"愛知県名古屋市中村区"
"1088","23106",24851,13395,53.9,"愛知県名古屋市中区"
"1089","23107",35800,0,0,"愛知県名古屋市昭和区"
"1090","23108",40500,0,0,"愛知県名古屋市瑞穂区"
"1091","23109",23591,0,0,"愛知県名古屋市熱田区"
"1092","23110",112410,5067,4.51,"愛知県名古屋市中川区"
"1093","23111",77228,8135,10.53,"愛知県名古屋市港区"
"1094","23112",65259,1342,2.06,"愛知県名古屋市南区"
"1095","23113",94609,10959,11.58,"愛知県名古屋市守山区"
"1096","23114",125829,37557,29.85,"愛知県名古屋市緑区"
"1097","23115",49005,981,2,"愛知県名古屋市名東区"
"1098","23116",56052,4468,7.97,"愛知県名古屋市天白区"
"1099","23201",490984,27248,5.55,"愛知県豊橋市"
"1100","23202",586851,39981,6.81,"愛知県岡崎市"
"1101","23203",429487,14494,3.37,"愛知県一宮市"
"1102","23204",158474,19576,12.35,"愛知県瀬戸市"
"1103","23205",117311,7119,6.07,"愛知県半田市"
"1104","23206",220268,52879,24.01,"愛知県春日井市"
"1105","23207",317317,2291,0.72,"愛知県豊川市"
"1106","23208",72411,2461,3.4,"愛知県津島市"
"1107","23209",93031,5873,6.31,"愛知県碧南市"
"1108","23210",134377,18286,13.61,"愛知県刈谷市"
"1109","23211",942862,57765,6.13,"愛知県豊田市"
